ConsultationID,Date,ConsultantID,ConsultantName,RegionID,StylistID,ClientID,ServiceID,ServiceName,ServiceCategory,ColourSeasonID,MainSeason,RevenueActual_GBP,RevenuePotential_GBP,Status,IsNewClient,NPS_Score,DeliveryMode,Year,MonthNum,MonthName,QuarterYear
CN0000122,2023-01-04,CON018,Oliver Anderson,RG08,STY052,CL2622,SV10,Follow-up Consultation,Review for existing clients.,CS03,Spring,118.8,118.8,Completed,Yes,9,In-Person,2023,01,January,Q1 2023
CN0000123,2023-01-04,CON018,Oliver Anderson,RG08,STY052,CL2997,SV07,Teen Colour Analysis,Colour analysis for ages 13-17.,CS04,Summer,193.86,193.86,Completed,No,10,In-Person,2023,01,January,Q1 2023
CN0000124,2023-01-04,CON019,Peter Thomas,RG09,STY054,CL1251,SV05,Wardrobe Edit,Home visit — edits wardrobe to season-flattering pieces only.,CS03,Spring,235.6,235.6,Completed,Yes,7,In-Person,2023,01,January,Q1 2023
CN0000125,2023-01-04,CON020,Andrew Jackson,RG10,STY056,CL2519,SV04,Makeup Lesson,Personalised makeup using client season palette.,CS02,Spring,112.66,112.66,Completed,No,7,In-Person,2023,01,January,Q1 2023
CN0000126,2023-01-04,CON020,Andrew Jackson,RG10,STY055,CL1264,SV01,Colour Analysis,Full 2-hour colour draping. Season & sub-season identified. Colour Fan included.,CS10,Winter,280.33,280.33,Completed,Yes,8,In-Person,2023,01,January,Q1 2023
CN0000127,2023-01-04,CON021,Jessica White,RG01,STY061,CL0579,SV01,Colour Analysis,Full 2-hour colour draping. Season & sub-season identified. Colour Fan included.,CS05,Summer,304.95,304.95,Completed,Yes,10,In-Person,2023,01,January,Q1 2023
CN0000128,2023-01-04,CON021,Jessica White,RG01,STY060,CL1890,SV09,Group Colour Workshop,Group session — colour theory & season basics. Per person.,CS02,Spring,93.22,93.22,Completed,No,6,In-Person,2023,01,January,Q1 2023
CN0000129,2023-01-04,CON022,Lucy Harris,RG02,STY062,CL2471,SV10,Follow-up Consultation,Review for existing clients.,CS04,Summer,93.33,93.33,Completed,Yes,9,In-Person,2023,01,January,Q1 2023
CN0000130,2023-01-04,CON023,Charlotte Martin,RG03,STY066,CL0341,SV01,Colour Analysis,Full 2-hour colour draping. Season & sub-season identified. Colour Fan included.,CS02,Spring,279.59,279.59,Completed,No,5,In-Person,2023,01,January,Q1 2023
CN0000131,2023-01-04,CON024,Amy Thompson,RG04,STY069,CL1944,SV01,Colour Analysis,Full 2-hour colour draping. Season & sub-season identified. Colour Fan included.,CS09,Autumn,302.48,302.48,Completed,Yes,9,In-Person,2023,01,January,Q1 2023
CN0000132,2023-01-04,CON024,Amy Thompson,RG04,STY070,CL0805,SV04,Makeup Lesson,Personalised makeup using client season palette.,CS01,Spring,143.09,143.09,Completed,Yes,8,In-Person,2023,01,January,Q1 2023
CN0000133,2023-01-04,CON025,Natalie Garcia,RG05,STY073,CL1253,SV03,Colour & Style Combined,Full colour + style analysis. Best value package.,CS07,Autumn,438.27,438.27,Completed,Yes,8,In-Person,2023,01,January,Q1 2023
CN0000134,2023-01-05,CON001,Sophie Marlowe,RG01,STY001,CL0205,SV09,Group Colour Workshop,Group session — colour theory & season basics. Per person.,CS02,Spring,84.25,84.25,Completed,Yes,8,In-Person,2023,01,January,Q1 2023
CN0000135,2023-01-05,CON001,Sophie Marlowe,RG01,STY002,CL0359,SV03,Colour & Style Combined,Full colour + style analysis. Best value package.,CS12,Winter,422.71,422.71,Completed,No,8,In-Person,2023,01,January,Q1 2023
CN0000136,2023-01-05,CON001,Sophie Marlowe,RG01,STY001,CL0268,SV05,Wardrobe Edit,Home visit — edits wardrobe to season-flattering pieces only.,CS05,Summer,238.4,238.4,Completed,No,9,In-Person,2023,01,January,Q1 2023
CN0000137,2023-01-05,CON002,Emma Patel,RG02,STY005,CL1762,SV06,Personal Shopping,Guided shopping trip with stylist.,CS05,Summer,282.11,282.11,Completed,Yes,9,In-Person,2023,01,January,Q1 2023
CN0000138,2023-01-05,CON002,Emma Patel,RG02,STY005,CL0198,SV01,Colour Analysis,Full 2-hour colour draping. Season & sub-season identified. Colour Fan included.,CS09,Autumn,289.19,289.19,Completed,Yes,9,In-Person,2023,01,January,Q1 2023
CN0000139,2023-01-05,CON002,Emma Patel,RG02,STY004,CL2904,SV10,Follow-up Consultation,Review for existing clients.,CS06,Summer,83.81,83.81,Completed,No,9,In-Person,2023,01,January,Q1 2023
CN0000140,2023-01-05,CON003,Claire Hughes,RG03,STY008,CL2665,SV02,Style Analysis,"Most flattering shapes, lines, textures for body type.",CS05,Summer,0,191.08,Cancelled,No,,In-Person,2023,01,January,Q1 2023
CN0000141,2023-01-05,CON004,Lisa Carter,RG04,STY013,CL2745,SV08,Online Colour Analysis,Remote colour consultation via video call.,CS10,Winter,153.31,153.31,Completed,No,9,Online,2023,01,January,Q1 2023
CN0000142,2023-01-05,CON005,Sarah Walsh,RG05,STY016,CL1346,SV10,Follow-up Consultation,Review for existing clients.,CS11,Winter,110.17,110.17,Completed,Yes,9,In-Person,2023,01,January,Q1 2023
CN0000143,2023-01-05,CON005,Sarah Walsh,RG05,STY014,CL0734,SV05,Wardrobe Edit,Home visit — edits wardrobe to season-flattering pieces only.,CS03,Spring,247.64,247.64,Completed,No,10,In-Person,2023,01,January,Q1 2023
CN0000144,2023-01-05,CON005,Sarah Walsh,RG05,STY015,CL2586,SV10,Follow-up Consultation,Review for existing clients.,CS02,Spring,91.97,91.97,Completed,No,9,In-Person,2023,01,January,Q1 2023
CN0000145,2023-01-05,CON006,Anna Singh,RG06,STY019,CL0059,SV01,Colour Analysis,Full 2-hour colour draping. Season & sub-season identified. Colour Fan included.,CS06,Summer,306.64,306.64,Completed,Yes,8,In-Person,2023,01,January,Q1 2023
CN0000146,2023-01-05,CON006,Anna Singh,RG06,STY019,CL0845,SV02,Style Analysis,"Most flattering shapes, lines, textures for body type.",CS07,Autumn,210.42,210.42,Completed,No,6,In-Person,2023,01,January,Q1 2023
CN0000147,2023-01-05,CON007,Kate Okoye,RG07,STY020,CL0892,SV01,Colour Analysis,Full 2-hour colour draping. Season & sub-season identified. Colour Fan included.,CS11,Winter,278.4,278.4,Completed,No,10,In-Person,2023,01,January,Q1 2023
CN0000148,2023-01-05,CON008,Helen Chen,RG08,STY024,CL1007,SV01,Colour Analysis,Full 2-hour colour draping. Season & sub-season identified. Colour Fan included.,CS10,Winter,303.37,303.37,Completed,No,5,In-Person,2023,01,January,Q1 2023
CN0000149,2023-01-05,CON010,Rachel Johnson,RG10,STY029,CL2529,SV08,Online Colour Analysis,Remote colour consultation via video call.,CS11,Winter,163.34,163.34,Completed,No,9,Online,2023,01,January,Q1 2023
CN0000150,2023-01-05,CON010,Rachel Johnson,RG10,STY029,CL1742,SV01,Colour Analysis,Full 2-hour colour draping. Season & sub-season identified. Colour Fan included.,CS07,Autumn,278.84,278.84,Completed,No,7,In-Person,2023,01,January,Q1 2023
CN0000151,2023-01-05,CON010,Rachel Johnson,RG10,STY029,CL2067,SV02,Style Analysis,"Most flattering shapes, lines, textures for body type.",CS09,Autumn,210.18,210.18,Completed,No,10,In-Person,2023,01,January,Q1 2023
CN0000152,2023-01-05,CON011,James Smith,RG01,STY031,CL2758,SV01,Colour Analysis,Full 2-hour colour draping. Season & sub-season identified. Colour Fan included.,CS07,Autumn,299.85,299.85,Completed,No,9,In-Person,2023,01,January,Q1 2023
CN0000153,2023-01-05,CON011,James Smith,RG01,STY031,CL1019,SV01,Colour Analysis,Full 2-hour colour draping. Season & sub-season identified. Colour Fan included.,CS09,Autumn,0,304.11,No-Show,No,,In-Person,2023,01,January,Q1 2023
CN0000154,2023-01-05,CON011,James Smith,RG01,STY031,CL1291,SV07,Teen Colour Analysis,Colour analysis for ages 13-17.,CS06,Summer,189.73,189.73,Completed,No,9,In-Person,2023,01,January,Q1 2023
CN0000155,2023-01-05,CON012,David Brown,RG02,STY033,CL0414,SV04,Makeup Lesson,Personalised makeup using client season palette.,CS09,Autumn,111.71,111.71,Completed,Yes,10,In-Person,2023,01,January,Q1 2023
CN0000156,2023-01-05,CON012,David Brown,RG02,STY033,CL0847,SV08,Online Colour Analysis,Remote colour consultation via video call.,CS07,Autumn,0,166.23,Cancelled,No,,Online,2023,01,January,Q1 2023
CN0000157,2023-01-05,CON013,Mark Taylor,RG03,STY038,CL1647,SV01,Colour Analysis,Full 2-hour colour draping. Season & sub-season identified. Colour Fan included.,CS03,Spring,273.15,273.15,Completed,No,9,In-Person,2023,01,January,Q1 2023
CN0000158,2023-01-05,CON013,Mark Taylor,RG03,STY037,CL0857,SV05,Wardrobe Edit,Home visit — edits wardrobe to season-flattering pieces only.,CS06,Summer,261.94,261.94,Completed,No,7,In-Person,2023,01,January,Q1 2023
CN0000159,2023-01-05,CON014,Tom Davis,RG04,STY040,CL1763,SV10,Follow-up Consultation,Review for existing clients.,CS02,Spring,105.31,105.31,Completed,Yes,10,In-Person,2023,01,January,Q1 2023
CN0000160,2023-01-05,CON014,Tom Davis,RG04,STY039,CL1581,SV03,Colour & Style Combined,Full colour + style analysis. Best value package.,CS07,Autumn,428.39,428.39,Completed,No,9,In-Person,2023,01,January,Q1 2023
CN0000161,2023-01-05,CON015,Raj Miller,RG05,STY042,CL1009,SV03,Colour & Style Combined,Full colour + style analysis. Best value package.,CS07,Autumn,431.4,431.4,Completed,No,5,In-Person,2023,01,January,Q1 2023
CN0000162,2023-01-05,CON016,Liam Wilson,RG06,STY046,CL0649,SV01,Colour Analysis,Full 2-hour colour draping. Season & sub-season identified. Colour Fan included.,CS09,Autumn,286.87,286.87,Completed,Yes,9,In-Person,2023,01,January,Q1 2023
CN0000163,2023-01-05,CON017,Michael Moore,RG07,STY048,CL2135,SV02,Style Analysis,"Most flattering shapes, lines, textures for body type.",CS02,Spring,212.29,212.29,Completed,No,10,In-Person,2023,01,January,Q1 2023
CN0000164,2023-01-05,CON017,Michael Moore,RG07,STY049,CL0430,SV01,Colour Analysis,Full 2-hour colour draping. Season & sub-season identified. Colour Fan included.,CS10,Winter,0,288.47,Cancelled,No,,In-Person,2023,01,January,Q1 2023
CN0000165,2023-01-05,CON017,Michael Moore,RG07,STY048,CL2194,SV01,Colour Analysis,Full 2-hour colour draping. Season & sub-season identified. Colour Fan included.,CS11,Winter,286.38,286.38,Completed,No,6,In-Person,2023,01,January,Q1 2023
CN0000166,2023-01-05,CON017,Michael Moore,RG07,STY049,CL2742,SV01,Colour Analysis,Full 2-hour colour draping. Season & sub-season identified. Colour Fan included.,CS09,Autumn,270.05,270.05,Completed,Yes,8,In-Person,2023,01,January,Q1 2023
CN0000167,2023-01-05,CON018,Oliver Anderson,RG08,STY050,CL0551,SV01,Colour Analysis,Full 2-hour colour draping. Season & sub-season identified. Colour Fan included.,CS09,Autumn,280.53,280.53,Completed,Yes,8,In-Person,2023,01,January,Q1 2023
CN0000168,2023-01-05,CON018,Oliver Anderson,RG08,STY051,CL0942,SV08,Online Colour Analysis,Remote colour consultation via video call.,CS10,Winter,0,161.77,Cancelled,No,,Online,2023,01,January,Q1 2023
CN0000169,2023-01-05,CON019,Peter Thomas,RG09,STY054,CL2029,SV01,Colour Analysis,Full 2-hour colour draping. Season & sub-season identified. Colour Fan included.,CS07,Autumn,297.81,297.81,Completed,No,10,In-Person,2023,01,January,Q1 2023
CN0000170,2023-01-05,CON019,Peter Thomas,RG09,STY053,CL0015,SV11,Corporate Image Workshop,Workplace image & colour session. Per person.,CS10,Winter,141.93,141.93,Completed,No,10,In-Person,2023,01,January,Q1 2023
CN0000171,2023-01-05,CON020,Andrew Jackson,RG10,STY055,CL1311,SV08,Online Colour Analysis,Remote colour consultation via video call.,CS06,Summer,164.23,164.23,Completed,No,10,Online,2023,01,January,Q1 2023
CN0000172,2023-01-05,CON020,Andrew Jackson,RG10,STY056,CL1859,SV08,Online Colour Analysis,Remote colour consultation via video call.,CS03,Spring,134.93,134.93,Completed,No,8,Online,2023,01,January,Q1 2023
CN0000173,2023-01-05,CON021,Jessica White,RG01,STY058,CL2294,SV04,Makeup Lesson,Personalised makeup using client season palette.,CS02,Spring,140.3,140.3,Completed,No,10,In-Person,2023,01,January,Q1 2023
CN0000174,2023-01-05,CON021,Jessica White,RG01,STY060,CL0144,SV08,Online Colour Analysis,Remote colour consultation via video call.,CS04,Summer,167.88,167.88,Completed,No,10,Online,2023,01,January,Q1 2023
CN0000175,2023-01-05,CON022,Lucy Harris,RG02,STY064,CL1925,SV01,Colour Analysis,Full 2-hour colour draping. Season & sub-season identified. Colour Fan included.,CS08,Autumn,308.47,308.47,Completed,No,8,In-Person,2023,01,January,Q1 2023
CN0000176,2023-01-05,CON022,Lucy Harris,RG02,STY064,CL1842,SV08,Online Colour Analysis,Remote colour consultation via video call.,CS01,Spring,133.77,133.77,Completed,No,9,Online,2023,01,January,Q1 2023
CN0000177,2023-01-05,CON023,Charlotte Martin,RG03,STY067,CL0791,SV10,Follow-up Consultation,Review for existing clients.,CS09,Autumn,118.77,118.77,Completed,Yes,7,In-Person,2023,01,January,Q1 2023
CN0000178,2023-01-05,CON024,Amy Thompson,RG04,STY068,CL0162,SV01,Colour Analysis,Full 2-hour colour draping. Season & sub-season identified. Colour Fan included.,CS05,Summer,296.21,296.21,Completed,No,10,In-Person,2023,01,January,Q1 2023
CN0000179,2023-01-05,CON025,Natalie Garcia,RG05,STY073,CL1459,SV08,Online Colour Analysis,Remote colour consultation via video call.,CS08,Autumn,135.36,135.36,Completed,Yes,8,Online,2023,01,January,Q1 2023
CN0000180,2023-01-05,CON025,Natalie Garcia,RG05,STY074,CL2027,SV08,Online Colour Analysis,Remote colour consultation via video call.,CS12,Winter,163.55,163.55,Completed,Yes,9,Online,2023,01,January,Q1 2023
CN0000181,2023-01-06,CON001,Sophie Marlowe,RG01,STY001,CL2257,SV08,Online Colour Analysis,Remote colour consultation via video call.,CS11,Winter,132.38,132.38,Completed,Yes,9,Online,2023,01,January,Q1 2023
CN0000182,2023-01-06,CON001,Sophie Marlowe,RG01,STY002,CL0592,SV06,Personal Shopping,Guided shopping trip with stylist.,CS03,Spring,301.76,301.76,Completed,No,9,In-Person,2023,01,January,Q1 2023
CN0000183,2023-01-06,CON002,Emma Patel,RG02,STY006,CL1048,SV08,Online Colour Analysis,Remote colour consultation via video call.,CS10,Winter,138.19,138.19,Completed,No,7,Online,2023,01,January,Q1 2023
CN0000184,2023-01-06,CON002,Emma Patel,RG02,STY005,CL0591,SV02,Style Analysis,"Most flattering shapes, lines, textures for body type.",CS03,Spring,180.56,180.56,Completed,No,10,In-Person,2023,01,January,Q1 2023
CN0000185,2023-01-06,CON003,Claire Hughes,RG03,STY007,CL2186,SV01,Colour Analysis,Full 2-hour colour draping. Season & sub-season identified. Colour Fan included.,CS10,Winter,271.42,271.42,Completed,Yes,9,In-Person,2023,01,January,Q1 2023
CN0000186,2023-01-06,CON004,Lisa Carter,RG04,STY013,CL0050,SV01,Colour Analysis,Full 2-hour colour draping. Season & sub-season identified. Colour Fan included.,CS03,Spring,287.95,287.95,Completed,No,7,In-Person,2023,01,January,Q1 2023
CN0000187,2023-01-06,CON004,Lisa Carter,RG04,STY012,CL0131,SV08,Online Colour Analysis,Remote colour consultation via video call.,CS10,Winter,161.18,161.18,Completed,No,10,Online,2023,01,January,Q1 2023
CN0000188,2023-01-06,CON005,Sarah Walsh,RG05,STY014,CL0806,SV05,Wardrobe Edit,Home visit — edits wardrobe to season-flattering pieces only.,CS07,Autumn,230.4,230.4,Completed,Yes,9,In-Person,2023,01,January,Q1 2023
CN0000189,2023-01-06,CON007,Kate Okoye,RG07,STY020,CL2307,SV03,Colour & Style Combined,Full colour + style analysis. Best value package.,CS01,Spring,436.94,436.94,Completed,Yes,9,In-Person,2023,01,January,Q1 2023
CN0000190,2023-01-06,CON008,Helen Chen,RG08,STY023,CL0704,SV07,Teen Colour Analysis,Colour analysis for ages 13-17.,CS03,Spring,184.37,184.37,Completed,Yes,9,In-Person,2023,01,January,Q1 2023
CN0000191,2023-01-06,CON008,Helen Chen,RG08,STY024,CL0310,SV04,Makeup Lesson,Personalised makeup using client season palette.,CS11,Winter,129.82,129.82,Completed,No,7,In-Person,2023,01,January,Q1 2023
CN0000192,2023-01-06,CON008,Helen Chen,RG08,STY024,CL2908,SV02,Style Analysis,"Most flattering shapes, lines, textures for body type.",CS05,Summer,0,211.69,No-Show,Yes,,In-Person,2023,01,January,Q1 2023
CN0000193,2023-01-06,CON009,Fiona Williams,RG09,STY025,CL0281,SV09,Group Colour Workshop,Group session — colour theory & season basics. Per person.,CS08,Autumn,88.19,88.19,Completed,No,9,In-Person,2023,01,January,Q1 2023
CN0000194,2023-01-06,CON010,Rachel Johnson,RG10,STY029,CL1236,SV01,Colour Analysis,Full 2-hour colour draping. Season & sub-season identified. Colour Fan included.,CS05,Summer,277.35,277.35,Completed,Yes,9,In-Person,2023,01,January,Q1 2023
CN0000195,2023-01-06,CON011,James Smith,RG01,STY031,CL2408,SV01,Colour Analysis,Full 2-hour colour draping. Season & sub-season identified. Colour Fan included.,CS05,Summer,275.68,275.68,Completed,No,5,In-Person,2023,01,January,Q1 2023
CN0000196,2023-01-06,CON011,James Smith,RG01,STY032,CL1250,SV05,Wardrobe Edit,Home visit — edits wardrobe to season-flattering pieces only.,CS12,Winter,261.91,261.91,Completed,No,8,In-Person,2023,01,January,Q1 2023
CN0000197,2023-01-06,CON012,David Brown,RG02,STY035,CL2628,SV01,Colour Analysis,Full 2-hour colour draping. Season & sub-season identified. Colour Fan included.,CS11,Winter,282.63,282.63,Completed,No,7,In-Person,2023,01,January,Q1 2023
CN0000198,2023-01-06,CON013,Mark Taylor,RG03,STY037,CL1230,SV06,Personal Shopping,Guided shopping trip with stylist.,CS12,Winter,318.82,318.82,Completed,No,8,In-Person,2023,01,January,Q1 2023
CN0000199,2023-01-06,CON013,Mark Taylor,RG03,STY038,CL2394,SV07,Teen Colour Analysis,Colour analysis for ages 13-17.,CS09,Autumn,184.48,184.48,Completed,No,7,In-Person,2023,01,January,Q1 2023
CN0000200,2023-01-06,CON013,Mark Taylor,RG03,STY037,CL2200,SV01,Colour Analysis,Full 2-hour colour draping. Season & sub-season identified. Colour Fan included.,CS10,Winter,276.83,276.83,Completed,No,10,In-Person,2023,01,January,Q1 2023
CN0000201,2023-01-06,CON014,Tom Davis,RG04,STY040,CL2195,SV08,Online Colour Analysis,Remote colour consultation via video call.,CS07,Autumn,149.16,149.16,Completed,No,10,Online,2023,01,January,Q1 2023
CN0000202,2023-01-06,CON014,Tom Davis,RG04,STY040,CL0520,SV07,Teen Colour Analysis,Colour analysis for ages 13-17.,CS04,Summer,195.17,195.17,Completed,No,7,In-Person,2023,01,January,Q1 2023
CN0000203,2023-01-06,CON014,Tom Davis,RG04,STY041,CL1061,SV02,Style Analysis,"Most flattering shapes, lines, textures for body type.",CS01,Spring,209.97,209.97,Completed,No,10,In-Person,2023,01,January,Q1 2023
CN0000204,2023-01-06,CON015,Raj Miller,RG05,STY043,CL0134,SV01,Colour Analysis,Full 2-hour colour draping. Season & sub-season identified. Colour Fan included.,CS08,Autumn,294.79,294.79,Completed,No,7,In-Person,2023,01,January,Q1 2023
CN0000205,2023-01-06,CON015,Raj Miller,RG05,STY042,CL2340,SV01,Colour Analysis,Full 2-hour colour draping. Season & sub-season identified. Colour Fan included.,CS12,Winter,0,285.72,No-Show,No,,In-Person,2023,01,January,Q1 2023
CN0000206,2023-01-06,CON015,Raj Miller,RG05,STY043,CL1336,SV09,Group Colour Workshop,Group session — colour theory & season basics. Per person.,CS04,Summer,91.61,91.61,Completed,No,8,In-Person,2023,01,January,Q1 2023
CN0000207,2023-01-06,CON015,Raj Miller,RG05,STY042,CL0647,SV01,Colour Analysis,Full 2-hour colour draping. Season & sub-season identified. Colour Fan included.,CS02,Spring,292.96,292.96,Completed,No,8,In-Person,2023,01,January,Q1 2023
CN0000208,2023-01-06,CON016,Liam Wilson,RG06,STY044,CL0689,SV10,Follow-up Consultation,Review for existing clients.,CS02,Spring,87.97,87.97,Completed,No,10,In-Person,2023,01,January,Q1 2023
CN0000209,2023-01-06,CON017,Michael Moore,RG07,STY047,CL1347,SV03,Colour & Style Combined,Full colour + style analysis. Best value package.,CS01,Spring,435.45,435.45,Completed,No,7,In-Person,2023,01,January,Q1 2023
CN0000210,2023-01-06,CON017,Michael Moore,RG07,STY049,CL1195,SV03,Colour & Style Combined,Full colour + style analysis. Best value package.,CS12,Winter,444.76,444.76,Completed,No,9,In-Person,2023,01,January,Q1 2023
